date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
05/01/2023,"23 MAYDENHAYES SQUARE, DONACARNEY, CO LOUTH",Meath,A92TX4T,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"24 CLOVERWELL, EDGENWORTHSTOWN, LONGFORD",Longford,N39W959,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"24 Linenfield Crescent, Ballymakenny Road, Drogheda",Louth,,"€274,008.00",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"25 FORTFIELD SQ, TERENURE, DUBLIN 6W",Dublin,D6WX339,"€655,750.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"27 SARSFIELD ST, NENAGH, TIPPERARY",Tipperary,E45TW56,"€149,950.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"28 RUSHEEN ARD, CALBRAGH, SLIGO",Sligo,F91D344,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"2ND FLOOR APARTMENT, GRANARY HOUSE, WILLIAM STREET ARDEE",Louth,A92HP11,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"3 ABBOTSTOWN AVE, FINGLAS WEST, DUBLIN 11",Dublin,D11R5X9,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"3 CRONANS WELL GATE, RATHBEALE ROAD, MOORETOWN",Dublin,K67X2H9,"€352,660.79",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"3 Westmill Walk, Millers Glen",Dublin,,"€374,449.34",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"30 Bower Hill, Athlone",Westmeath,,"€220,264.00",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"31 DRUMBANNON, BAILIEBOROUGH, CAVAN",Cavan,A82N2F6,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"31 GLEANN CORA, NEWMARKET ON FERGUS, CLARE",Clare,V95HD45,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"31 TYMON CRESCENT, OLD BAWN, DUBLIN 24",Dublin,D24AH9Y,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"32 HAYWORTH TERRACE, ONGAR, DUBLIN 15",Dublin,D15KP27,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"33 ROS MOR VIEW, OLD SCHOLARSTOWN RD, KNOCKLYON DUBLIN 16",Dublin,D16V052,"€397,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"4 CASTLEDAWSON, ROCK RD, SION HILL",Dublin,A94XP79,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"4 Glashaboy Heights, Sallybrook, Glanmire",Cork,,"€302,750.00",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"402 ASTOR HOUSE, EDEN QUAY, DUBLIN 1",Dublin,D01F983,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"41 BAN NA GREINE, CARRIGTWOHILL, CORK",Cork,T45PY62,"€18,518.82",Yes,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"41 Elmeley, Bettystown",Meath,,"€337,004.00",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"41 THE MEADOWS, KILDALKEY, MEATH",Meath,C15DFC2,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"42 Cuirt Bhoirne, Roscam",Galway,,"€426,828.19",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"46 Newtown Wood, Drogheda",Louth,,"€259,911.00",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"48 Newtown Wood, Termonfeckin Road, Drogheda",Louth,,"€304,845.00",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"48 PARK GRANGE, GRANGERATH, DROGHEDA",Meath,A92V578,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"49 TEMPLE MILLS, RATHANGAN, KILDARE",Kildare,R51WE19,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"5 SHANNON GROVE, CARRICK ON SHANNON, LEITRIM",Leitrim,N41RW92,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"53 SEAGRAVE WAY, CITYGATE, MEAKSTOWN DUBLIN 11",Dublin,D11AR24,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"595 ASHLING PK, DUNDALK, LOUTH",Louth,A91T3K0,"€44,540.00",Yes,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"5&6 LONEHART ROAD, RERRIN, BERE ISLAND",Cork,P75YT91,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"6 PINEWOOD, GREENHILLS, DROGHEDA",Louth,A92W5DP,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"61 SUGARLOAF CRESCENT, BRAY, WICKLOW",Wicklow,A98N5F7,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"62 Marlmount park, Marlmount, Dundalk",Louth,,"€317,180.61",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"7 ARDEE COURT, CORK ST, DUBLIN 8",Dublin,D08FD45,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"7 DUN ORGA, CLOYNE, CORK",Cork,P25T026,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"7 WOODLANDS COURT, WOODLANDS, GREYSTONES",Wicklow,A63RY73,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"71 GRIFFITH HALL, GLANDORE RD, DRUMCONDRA DUBLIN 9",Dublin,D09T252,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"8 Curragh Drive, Rathbride Road, Kildare Town",Kildare,,"€348,017.62",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"8 EASTHAM COURT, EASTHAM RD, BETTYSTOWN",Meath,A92K128,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"8 Lake View, Fox Mcadow",Kilkenny,,"€383,259.91",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"82 SILLOGUE GARDENS, DUBLIN 11, DUBLIN",Dublin,D11HPT1,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"9 CLOONTUSKERT, BALLYLEAGUE, ROSCOMMON",Roscommon,N39KX63,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"91 CLUAIN DARA, CLONARD, WEXFORD",Wexford,Y35C1H7,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"98 WILLOW PARK, TULLOW RD, CARLOW",Carlow,,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"APT 126, SHINGAN, MILEHOUSE RD",Wexford,Y21HC89,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"APT 13 BLOCK 2 EATON TCE, EATON DR  MAIN STREET, RATHCOOL",Dublin,D24YY84,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"APT 409, SHAMROCK PLAZA, TULLOW ST",Carlow,R93NR76,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"APT. 3, CLONEYGOWAN, TULLAMORE",Offaly,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"ASHTON, VIRGINS ROW, TIMMORE LANE",Wicklow,A63F223,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"BALLINACLOUGHY, MULLINAHONE, TIPPERARY",Tipperary,E41TV09,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"BALLINAMULT, VIA CLONMEL, CO WATERFORD",Waterford,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"BALLYHURST, TIPPERARY",Tipperary,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"BALLYROBERTS, CUFFES GRANGE, KILKENNY",Kilkenny,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"BALOOR, ISLE OF DOAGH, CLONMANY",Donegal,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"BEGGARS END, PUNCHESTOWN, NAAS",Kildare,W91P86P,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"CALTRADUFF, BALLYFORAN, BALLINASLOE",Galway,H53VH00,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"CHURCH STREET, CLOYNE, COUNTY CORK",Cork,P25PD83,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"CLASHADONNA, YOUGHAL, CORK",Cork,P36V180,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"CORBETTSTOWN, BALLYFOYLE, KILKENNY",Kilkenny,R95TF64,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"CROTTA KILFLYNN, TRALEE, CO KERRY",Kerry,V92F7H9,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"DERRINTLOURA, CASTLEBAR, MAYO",Mayo,F23KT21,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"DOOHASSON, DRUNG, CAVAN",Cavan,H12R2A0,"€267,500.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"DROMKEARE, WATERVILLE, KERRY",Kerry,V23DN26,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"DRUMRORA, BALLYJAMESDUFF, CO CAVAN",Cavan,A82D522,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"EDMONSTOWN, KILLUCAN, MULLINGAR",Westmeath,N91TF21,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"GURRANE SOUTH, ORANMORE, GALWAY",Galway,H91CYX0,"€787,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"INCH, BORRIS, CARLOW",Carlow,R95WFY2,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"KILBAHA, KILRUSH, CO CLARE",Clare,,"€114,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"KILTYKEARY, EDGEWORTHSTOWN, LONGFORD",Longford,N39A432,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"LATTERIFF, SHERCOOK, CAVAN",Cavan,A81TW86,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"LIA FAIL, DUNSHAUGHLIN, MEATH",Meath,A85K009,"€825,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"LOUGHMULT, DUNKINEELY, COUNTY DONEGAL",Donegal,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"No. 42 Butlers View, Ballinglanna  Glanmire",Cork,,"€378,854.00",No,Yes,New Dwelling house /Apartment,,2023,1
05/01/2023,"RATHINURE, GLENMORE, KILKENNY",Kilkenny,,"€397,500.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"SYCAMORE COVE, MAREE, ORANMORE GALWAY",Galway,H91A3T9,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
05/01/2023,"THE COTTAGE, LAHARD, WHITEGATE",Cork,,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"1 ABBOTS CLOSE, ABBEYSIDE, DUNGARVAN",Waterford,X35FW21,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"1 BELFRY WAY, CITYWEST, SAGGART DUBLIN 24",Dublin,D24V5T3,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"1 MILLSTREET, DRUMLISH, CO LONGFORD",Longford,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"1 SPRINGMOUNT WOODS, GLANMIRE, COUNTY CORK",Cork,T45RX79,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"10 ARDREW FIELDS, DUN BRINN, ATHY",Kildare,R14N528,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"10 The View, Royal Oaks, Enfield",Meath,,"€405,286.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"104 COIS NA HABHAINN, MOATE, CO WESTMEATH",Westmeath,N37VA89,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"11 Elmeley, Betttystown",Meath,,"€330,396.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"11 GLENBROOK AVENUE, NEWTOWNMOUNTKENNEDY, WICKLOW",Wicklow,A63YN57,"€387,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"116 AUBURN HEIGHTS, ATHLONE, WESTMEATH",Westmeath,N37NT20,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"12 ARD LONAN, LETTERKENNY, DONEGAL",Donegal,F92A4XK,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"12 CAHERNANE HOUSE, BALLYTRUCKLE, WATERFORD CITY",Waterford,X91X258,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"12 DUNVILLE AVENUE, RANELAGH, DUBLIN 6",Dublin,D06YW25,"€415,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"12 LARKFIELD MANOR, MANORHAMILTON, LEITRIM",Leitrim,F91V2F8,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"12 LATCHFORD ROW, CLONEE, DUBLIN 15",Dublin,D15W9TX,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"12 Station Walk, Rickardstown, Newbridge",Kildare,,"€361,233.48",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"12 WATERMILL SQ, MARKET SQ, MONASTEREVIN",Kildare,W34TW61,"€139,500.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"13 OCONNELL TERRACE, OLD WATERFORD RD, CLONMEL",Tipperary,E91DX05,"€201,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"13 THE OAKS, AVOURWEN, DROGHEDA",Meath,,"€303,965.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"14 Sliabh na mBan, Clonakilty, Co. Cork",Cork,,"€325,991.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"140 AN DUICHE, SCALLAGHEEN, TIPPERARY TOWN",Tipperary,E34DX88,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"145 SEAMOUNT, STILLORGAN RD, MOUNT MERRION",Dublin,A94AD66,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"15 THE GREEN, ORANHILL, ORANMORE",Galway,H91E3Y9,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"1536 ALLENWOOD NAAS, KILDARE",Kildare,W91X28C,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"156 ROCHESTOWN AVE, DUN LAOGHAIRE, DUBLIN",Dublin,A96H923,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"16 CHURCH ST, TIPPERARY, TIPPERARY",Tipperary,E34KX54,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"17 COLLEGE COURT, BALLYTRUCKLE, WATERFORD CITY",Waterford,X91K16P,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"17 ESKER WOOD DRIVE, LUCAN, DUBLIN",Dublin,K78R656,"€346,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"17 HAWTHORN WOODS, CARNA, SUNCROFT",Kildare,R56C993,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"18 HANLEY AVE, BOYLE, CO ROSCOMMON",Roscommon,F52A375,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"18 MCDERMOTT TERRACE, MANORHAMILTON, LEITRIM",Leitrim,F91N597,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"19 RADHARC NA SIUIRE, KNOCKBOY, WATERFORD",Waterford,X91DVX0,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"19 TEMPLEGROVE, DOUGLAS, CORK",Cork,T12N678,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"1A CARRIGLEA WALK, FIRHOUSE, DUBLIN 24",Dublin,D24T851,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"2 CLOISTER CLOSE, BLACKROCK, DUBLIN",Dublin,A94P7Y0,"€689,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"2 KYLEMORE PLACE, KYLEMORE, FIDDOWN",Kilkenny,E32DK83,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"2 SHRUFFAUN APTS, OFF NEW LINE, CASTLEBAR",Mayo,F23KH32,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"21 Curragh Ard, Kanturk",Cork,,"€257,344.12",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"21 FOXBOROUGH WAY, LUCAN, DUBLIN",Dublin,K78VK28,"€377,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"21 PARK SQ, GRANGE RATH DUBLIN, RD DROGHEDA",Meath,A92RHN0,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"213 ELM GROVE CLOSE, ELM PARK, CASTLETROY",Limerick,V94P03F,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"22 OAKDALE, ATHLONE, WESTMEATH",Roscommon,N37K403,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"24 CANTERBROOK, NAVAN, MEATH",Meath,C15A7V0,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"24 Maple Avenue, Janeville, Cork Road",Cork,,"€242,290.75",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"24 Oak Manor, The Willows, Dunshaughlin  Co. Meath",Meath,,"€370,044.05",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"240 PREMIER SQ, FINGLAS RD, DUBLIN 11",Dublin,D11XC90,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"25 ASHBOURNE VILLAGE, WATERFORD, WATERFORD",Waterford,X91X2KN,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"25 OAKGLADE HALL, CRADDOCKSTOWN, NAAS",Kildare,W91V82N,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"25 Stanley Crescent, Ledwidge Hall Green, Slane",Meath,,"€299,118.94",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"26 THE DRIVWE, GRAIGAVERN LODGE, BALLYBRITAS",Laois,R32AY88,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"273 Kylemore, Schoolhouse Road, Castletroy",Limerick,,"€383,259.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"28 Kilheale Heath, Kilheale Manor, Kill",Kildare,,"€413,216.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"29 DANESFORT, MONKSLAND, ATHLONE",Roscommon,N37X267,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"3 DOLPHINS VIEW, DOON RD, BALLYBUNNION",Kerry,V31PC91,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"3 KNOCKNAGARRANE, OLD CHAPEL, BANDON",Cork,P72TP29,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"3 MEADOW BROOK, MONIVEA, GALWAY",Galway,H65RK00,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"3 Morristown Grove, Cornelscourt, Newbridge",Kildare,,"€365,000.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"3 SEABURY, BARNA HOUSE DEMENESE, GALWAY",Galway,H91HY97,"€514,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"3 Tandys View, Tandys Lane, Adamstown Lucan",Dublin,,"€484,581.49",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"3 TULLYBROOK PLACE, SLANE ROAD, DROGHEDA",Louth,A95K5YH,"€240,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"3 WESTMILL PLACE, MILLERS GLEN, OLDTOWN",Dublin,K67X7K6,"€374,449.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"30 ROS NA RI, COMMONS RD, NAVAN",Meath,C15X0A9,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"31 ASHFIELD WAY, BALBRIGGAN, DUBLIN",Dublin,K32T670,"€348,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"31 KILKENNY STREET, CASTLECOMER, CO KILKENNY",Kilkenny,R95W3K1,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"32 CASTLE GROVE, CLONTARF, DUBLIN 3",Dublin,D03E795,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"33 KERDIFF CLOSE, NAAS, KILDARE",Kildare,W91F8XA,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"35 KILL ABBEY, BLACKROCK, DUBLIN",Dublin,A94X300,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"36 OAKFIELD EST, ORANMORE, GALWAY",Galway,H91Y5E5,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"37 HYDE COURT, TOWNSEND ST, DUBLIN 2",Dublin,D02AH56,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"39 COOLMINE PARK, BLANCHARDSTOWN, DUBLIN 15",Dublin,D15C3KT,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"39 RINGSEND RD, RINGSEND, DUBLIN",Dublin,D04R8W2,"€590,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"4 HADDINGTON WAY WEST, BEGGARS BUSH, BALLSBRIDGE DUBLIN 4",Dublin,D04T2Y6,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"4 HOLLY WALK, CROMWELLSFORT GROVE, MULGANNON",Wexford,Y35NX31,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"4 SKIBBEREEN ROAD, LISMORE LAWN, WATERFORD",Waterford,X91R1WE,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"4 The Drive, Belin Woods Newbridge",Kildare,,"€325,991.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"4 THE SQUARE, JEWELLERS, DUNMANWAY",Cork,,"€146,250.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"40 DANESFORT DR, LOUGHREA, CO GALWAY",Galway,H62V008,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"40 THE BEECHES, ARCHERSTOWN DEMESNE, ASHBOURNE",Meath,A84CP04,"€185,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"41 CLONARD DR, DUNDRUM, DUBLIN 16",Dublin,D16AK53,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"42 CROMWELLS FORT GROVE, MULGANNON, WEXFORD",Wexford,Y35CX5X,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"43 COSBY AUENUE, FAIRGREEN, PORTLAOISE",Laois,R32YK4H,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"45 Ashgreen, Kilcarbery Grange, Dublin 22",Dublin,,"€334,801.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"47 CREGG LAWNS, CARRICK ON SUIR, CO TIPPERARY",Tipperary,E32F668,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"47 CUIRT CHOIRNE, CURRAGREAN, ROSCAM",Galway,,"€387,665.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"5 ROCKHILL, PORTNABLAGH, DONEGAL",Donegal,F92E1T1,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"5 The Close, Barnoaks, Citywest",Dublin,,"€392,070.48",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"51 Oak Church Avenue, Oak Church, Kildare",Kildare,,"€297,356.83",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"52 SEABURY RD, MALAHIDE, DUBLIN",Dublin,K36FX93,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"53 Ard Raha, Sixmilebridge",Clare,,"€340,000.00",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"6 ESTUARY WOOD, FERRYBANK, CHRISTENDOM",Kilkenny,X91CHP3,"€199,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"6 WEAVERS HALL, LEVMOSS PARK, THE GALLOPS",Dublin,D18YR12,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"61 BOROIMHE HAWTHORNS SWORDS, DUBLIN",Dublin,K67TF80,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"61 MERTON HALL, MILLTOWN AVE, MOUNT ST ANNES DUBLIN 6",Dublin,D06HK15,"€509,500.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
06/01/2023,"62 The Woods, Ros Mor, Ballyneety Road",Limerick,,"€325,991.18",No,Yes,New Dwelling house /Apartment,,2023,1
06/01/2023,"65 FRIARS WALK, CORK, CORK",Cork,T12D72T,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,,2023,1
