date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
04/01/2024,"5 Nead na Lachan, Claragh Road  Mountleader, Millstreet",Cork,,"€316,132.00",Yes,Yes,New Dwelling house /Apartment,,2024,1
04/01/2024,"5 RING TERRACE, INCHICORE, DUBLIN 8",Dublin,D08VEV7,"€378,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"51 CARRIGDESMOND, CHURCHTOWN, NEWCASTLEWEST",Limerick,V42E282,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"54 EAGLE VALLEY, ENNISKERRY, CO WICKLOW",Wicklow,A98YR81,"€1,700,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"56 Curragh Farm, Newbridge",Kildare,,"€497,798.00",No,Yes,New Dwelling house /Apartment,,2024,1
04/01/2024,"6 MAIN ST, CASTLEMARTYR, CORK",Cork,,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"6 Nead na Lachan, Claragh Road  Mountleader, Millstreet",Cork,,"€316,132.00",Yes,Yes,New Dwelling house /Apartment,,2024,1
04/01/2024,"60 NEWCASTLE RD, NEWCASTLE, GALWAY CITY",Galway,H91ECD0,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"61 FAIRWAYS LAWNS, BETTYSTOWN, MEATH",Meath,A92E4P9,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"64 VERSCHOYLE PARK, CITYWEST, DUBLIN",Dublin,D24VK23,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"7 Nead na Lachan, Claragh Road  Mountleader, Millstreet",Cork,,"€316,132.00",Yes,Yes,New Dwelling house /Apartment,,2024,1
04/01/2024,"8 ADERRIG GROVE, ADAMSTOWN, LUCAN",Dublin,K78X5K5,"€383,260.00",No,Yes,New Dwelling house /Apartment,,2024,1
04/01/2024,"8 BEECHGROVE, LISMORE, CO WATERFORD",Waterford,P51FR88,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"8 Nead na Lachan, Claragh Road  Mountleader, Millstreet",Cork,,"€316,132.00",Yes,Yes,New Dwelling house /Apartment,,2024,1
04/01/2024,"9 BEAULIEU VILLAGE, TERMONFECKIN ROAD, NEWTOWNSTALABAN",Louth,A92X59C,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"9 Cronan's Well Close, Mooretown, Swords",Dublin,,"€418,502.20",No,Yes,New Dwelling house /Apartment,,2024,1
04/01/2024,"9 LIMA LAWN, MAGAZINE RD, CORK",Cork,T12H4X7,"€835,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"9 Nead na Lachan, Claragh Road  Mountleader, Millstreet",Cork,,"€316,132.00",Yes,Yes,New Dwelling house /Apartment,,2024,1
04/01/2024,"AIRMOUNT, NEW ROSS, WEXFORD",Wexford,Y34EK24,"€36,364.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"APARTMENT NO. 30, EUSTACE COURT, CUALANOR",Dublin,A96HDT1,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"APARTMENT, WOODSIDE INN, SALEEN",Cork,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"APT 124, JERVIS PLACE, GREAT STRAND ST DUBLIN 1",Dublin,D01HE24,"€363,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"APT 15 SMITHFIELD MARKET, SMITHFIELD, DUBLIN 7",Dublin,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"APT 6 CASTLEOAK, DUBLIN ROAD, MALAHIDE",Dublin,K36NX50,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"BALLYBRICKEN, GRANGE, KILMALLOCK",Limerick,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"BRAY, VALENTIA ISLAND, CO KERRY",Kerry,V23H973,"€105,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"CASTLEVIEW, TULLOW, CARLOW",Carlow,R93Y891,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"CHURCH RD, RATHMULLAN, DONEGAL",Donegal,F92R2Y2,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"FERNBANK, 31A THORNCLIFFE PARK, ORWELL ROAD",Dublin,D14K7V2,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"FIGH, BALLAGHADERREEN, CO. ROSCOMMON",Roscommon,F45AX99,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"FRANCONIA, 10 ROSEVILLE TERRACE, DOUGHLAS ROAD",Cork,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"GNEEVES, LOMBARDSTOWN, CORK",Cork,P51HV05,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"GURRANE, LIMERICK ROAD, CHARLEVILLE",Cork,P56DY95,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"IRISH GRANGE, CARLINGFORD, LOUTH",Louth,A91TW44,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"Kilmore, Clashmore, Co. Waterford",Waterford,P36K351,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"KNOXDVILLE 10, BELAGHY, SLIGO",Sligo,F12CR24,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"LISSANE EAST, CLARECASTLE, CLARE",Clare,V95T6D9,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"MILLEENS, COOLEA, MACROOM",Cork,P12V988,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"MOYNEARD, MOYNE, THURLES",Tipperary,E41EP65,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"PICKARDSTOWN, TRAMORE, WATERFORD",Waterford,X91N9P4,"€260,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"POUND STREET, BALLAGHADERREEN, CO ROSCOMMON",Roscommon,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"SALLYPORT, KINSALE, CORK",Cork,P17TK73,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"SWEET BRIAR LODGE, OLD SWEET BRIAR, TRAMORE",Waterford,X91W732,"€281,250.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"THE COTTAGE, DRUMMULLEN, ELPHIN",Roscommon,F45TT68,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"THE MOATE, ARDSCULL, ATHY",Kildare,R14A373,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"TOMBRACKWOOD, FERNS, ENNISCORTHY",Wexford,Y21T9K5,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"TUBBERFIN, DONORE, CO MEATH",Meath,A92H0X5,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"TULLY, CASTLEREA, COUNTY ROSCOMMON",Roscommon,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"UPPER CLOMANTAGH, COUNTY KILKENNY",Kilkenny,E41A9Y2,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
04/01/2024,"WOODLAWN RD, KILLARNEY, KERRY",Kerry,V93Y22V,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"1 BALLINTYRE WOODS, BALLINTEER, DUBLIN 16",Dublin,D16RC83,"€655,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"1 GALLOPING GREEN UPPER, STILLORGAN RD, BLACKROCK",Dublin,A94Y9Y1,"€325,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"1 GAOTH NA MARA, BALLYNAHOWAN, FURBO",Galway,H91KNK7,"€810,572.69",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"1 LOWER STRADAVOHER, THURLES, TIPPERARY",Tipperary,E41VE43,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"1 LYNTON COURT, 82 84 MERRON RD, DUBLIN 4",Dublin,D04Y754,"€695,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"10 LIOS NA MARA, STATION ROAD, LAHINCH",Clare,V95TW20,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"10 THE SPIRES, CLIFDEN, CO GALWAY",Galway,H71RH52,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"10 TRIMLESTON, HAMLET LANE, BALBRIGGAN",Dublin,K32KH68,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"100 Crann Darach, Meadowlands, Macroom",Cork,,"€273,127.00",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"10, MACROOM ROAD, COOLOCK DUBLIN 17",Dublin,D17CF51,"€330,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"11 ARRAN ROAD, DRUMCONDRA, DUBLIN 9",Dublin,D09K3V8,"€920,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"11 JACOB ST, KILKENNY",Kilkenny,R95AXY0,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"11 THE CLOSE, STONEHAVEN, NAAS",Kildare,W91F34X,"€522,026.43",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"12 ELM LAWN, JOHNSTOWN WOOD, NAVAN",Meath,C15XDR7,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"12 RATHMULLAN RD, DROGHEDA, LOUTH",Louth,A92NH5X,"€395,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"12 THE PARK, MOYGLARE HALL, MOYGLARE RD",Kildare,W23H5X0,"€710,123.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"121 Newtown Wood, Termonsfeckin Road, Drogheda",Louth,,"€281,125.00",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"125 MONEYMORE, DROGHEDA, LOUTH",Louth,A92K57V,"€175,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"13 CHRISTCHURCH HALL, HIGH ST, DUBLIN 8",Dublin,D08YD92,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"13 OAKVALE PARK, BAY ESTATE, DUNDALK",Louth,A91N7D0,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"14 MEADOWS LANE, ARKLOW, WICKLOW",Wicklow,Y14T677,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"14 PAPWORTH HALL, BRENNANSTOWN WOOD, DUBLIN 18",Dublin,,"€1,114,537.44",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"15 CAMCOR HOUSE, RAILWAY RD, BIRR",Offaly,R42V006,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"15 CARRIGEEN PARK, WATERFORD, WATERFORD",Waterford,X91TK5N,"€179,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"16 Ard na hAbhann, Newtown Road, Wexford",Wexford,,"€333,920.70",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"16 Ardrath Way, Crodaun, Celbridge",Kildare,,"€407,488.00",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"16 RORY OCONNOR PARK, DUN LAOGHAIRE, DUBLIN",Dublin,A96DY91,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"17 PARKHILL RISE, KILNAMANAGH, DUBLIN 24",Dublin,D24K2R8,"€396,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"18 CATHERINES CLOSE, CARMANS HALL, DUBLIN 8",Dublin,D08E4X5,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"18 IRISHTOWN, CLONMEL, CO TIPPERARY",Tipperary,E91RK20,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"188 CHURCH HILL, TULLAMORE, OFFALY",Offaly,R35X4W0,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"19 RIVERRUN, LOUGHDOOLEY, BELTURBET",Cavan,H14A628,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"19 THE CRESCENT, MOYGLARE HALL, MAYNOOTH",Kildare,W23A3P0,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"2 the stables, coach road meadows, clane",Kildare,,"€440,528.64",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"20 Abbeyfields Way, Ardan Road, Tullamore",Offaly,,"€319,963.50",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"20 WOODLAND HEIGHTS, CARRICKBEG, CARRICK ON SUIR TIPPERARY",Tipperary,E32TY79,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"21 DEERPARK RD, KILTIPPER, TALLAGHT DUBLIN 24",Dublin,D24KX48,"€175,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"21 LEA ROAD, SANDYMOUNT, BALLSBRIDGE",Dublin,D04W0F2,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"23 The Elms, Cois Maigh, Mogeely",Cork,,"€317,180.61",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"24 HIBERNIA, DE VESCI COURT, MONKSTOWN",Dublin,A96F688,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"24 LOUGH ATALIA GROVE, RENMORE, GALWAY",Galway,H91NYW2,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"263 STATION WALK, RICKARDSTOWN, NEWBRIDGE",Kildare,,"€383,259.91",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"26B CHURCHTOWN ROAD LOWER, DUBLIN 14",Dublin,D14Y970,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"27 GLEANN PETIT PARK, OLD DUBLIN ROAD, MULLINGAR",Westmeath,N91XT9P,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"27 MAPLE LODGE, FARMLEIGH AVE, FARMLEIGH WOODS DUBLIN 15",Dublin,D15Y953,"€1,550,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"28 PARKLANDS SQ, MAYNOOTH, KILDARE",Kildare,W23YN83,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"28 WENTWORTH PLACE, JIGGINSTOWN, NAAS",Kildare,W91Y92V,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"29 STOCKING WOOD HALL, STOCKING AVE, RATHFARNHAM DUBLIN 16",Dublin,D16R662,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"2A 11 MAPLES, DIAMOND VALLEY, BRAY",Wicklow,A98C998,"€293,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"3 AIRLIE PARK ROAD WEST, ADAMSTOWN, LUCAN",Dublin,K78R7Y5,"€387,665.19",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"3 Cherry Lane, Janeville, Carrigaline",Cork,,"€315,725.00",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"3 IKERRIN CLOSE, IKERRIN RD, THURLES",Tipperary,E41K2P7,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"3 KILTIPPER VIEW KILTIPPER RD, DUBLIN 24, DUBLIN",Dublin,D24V563,"€366,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"3 RAILWAY LODGE, PORTARLINGTON",Laois,,"€295,000.00",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"3 THE CLOSE, MEADOWFIELDS, THE MOYNE",Wexford,Y21R7W5,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"3 THE COURT, NEWTOWN, MAYNOOTH",Kildare,W23P9P4,"€336,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"3 THE RISE, HUNTERS RUN, CLONEE",Dublin,D15E0X6,"€417,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"30 GLENVAR PARK, BLACKROCK, DUBLIN",Dublin,A94F2X7,"€2,110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"30 LINN BEAG, OLD RD, RUSH",Dublin,K56A586,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"30 THE NORTHUMBERLANDS, LOVE LANE, DUBLIN 2",Dublin,D02VN25,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"32 CHAPELFIELD, URLINGFORD, KILKENNY",Kilkenny,E41X710,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"328 CONNOLLY RD, BALLYPHEHANE, CORK",Cork,T12W7D3,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"33 CARRS MILL, DONABATE, DUBLIN",Dublin,K36Y627,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"33 Oak Way, The Willows, Dunshaughlin",Meath,,"€431,718.06",No,No,New Dwelling house /Apartment,,2024,1
05/01/2024,"34 GRANITEFIELD MANOR THE, ROCHESTOWN AVE, DUN LAOGHAIRE",Dublin,A96XD99,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"38 ASHBROOK, CLONTARF, DUBLIN 3",Dublin,D03C8C2,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"4 Aderrig Court, Adamstown, Lucan",Dublin,,"€440,529.00",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"4 CHURCH VIEW, KELLS, CO MEATH",Meath,A82W6W3,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"40 CLUAIN AOIBHINN, SWELLAN, CO CAVAN",Cavan,H12Y9C9,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"41 ANNA VILLA, RANELAGH, DUBLIN 6",Dublin,D06NW83,"€995,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"42 BELFRY GROVE, CITYWEST, SAGGART",Dublin,D24T258,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"42 CLOCH ARD, GALWAY, GALWAY",Galway,H91XAE6,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"5 Ballymakenny Row, Ballymakenny Park, Drogheda",Louth,,"€321,585.90",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"5 PARK VIEW, PRIESTS LANE, CARRICK ON SHANNON",Leitrim,N41Y5Y3,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"5 THE COTSWOLDS, CASTLEREDMOND, MIDLETON",Cork,P25KX28,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"5 THE WILLOWS, ABBEY WOOD, DUBLIN RD",Kildare,W91H421,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"57 Cois Teampall, Slí na Manach, Mungret",Limerick,V9442K3,"€334,223.10",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"58 CASTLEBROOK, DUNDRUM, DUBLIN 16",Dublin,D16Y2H4,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"6 Cornamaddy Grove, Gracefields, Drumaconn",Westmeath,,"€348,017.62",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"61 SAUL RD, CRUMLIN, DUBLIN 12",Dublin,D12F6WR,"€374,500.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"64 TRIMLESTON, HAMLET LANE, BALBRIGGAN",Dublin,K32EW77,"€220,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"641 RIVER FOREST, LEIXLIP, KILDARE",Kildare,W23RH28,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"7 COLLEGE FARM RISE, NEWBRIDGE, KILDARE",Kildare,W12E525,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"7 SILVEROE, BOYLE, CO ROSCOMMON",Roscommon,F52YV91,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"7 The Stables, Coach Road Meadows, Clane",Kildare,,"€370,044.00",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"7 THE WILLOWS, ABBEY WOOD, CLANE",Kildare,W91NC83,"€185,022.03",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"71 Tinnycross Park, Tinnycross, Ballymore Eustace",Kildare,,"€363,300.00",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"74 Elder Walk, Summerfields, Kilbarry",Waterford,,"€265,695.00",No,Yes,New Dwelling house /Apartment,,2024,1
05/01/2024,"75 BEECHWOOD PARK, POLLERTON, CARLOW",Carlow,R93X9P5,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"79 FRIARS HILL, RAHOON, GALWAY",Galway,H91TX6D,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"8 BRAMBLEDOWN, GLENAMUCK ROAD, CARRICKMINES",Dublin,D18YX32,"€875,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"8 THE OAKS, LAKEPOINT DELVIN RD, MULLINGAR",Westmeath,N91NX7W,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"9 COLLINSTOWN, BRUFF, LIMERICK",Limerick,V35AN80,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"9 DUN CHORMIC, DUALLA RD, CASHEL",Tipperary,,"€225,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"9 LANSDOWNE LODGE, HADDINGTON RD, DUBLIN 4",Dublin,D04XK58,"€760,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"APT 11, ARASAIN NA MARA, SALTHILL",Galway,,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"APT 16, CUSTOM HALL, DEVERELL PLACE DUBLIN 1",Dublin,D01E093,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"APT 217, TEMPLE COURT, WOOD DUBLIN 9",Dublin,D09P8KW,"€321,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"APT 3, JOHNSBRIDGE, WATERFORD",Waterford,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"APT 3, LEAMY HOUSE, LEAMY ST",Waterford,X91AF51,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"APT 425, THE OLD CHOCOLATE FACTORY, KILMAINHAM",Dublin,D08XY80,"€551,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"APT 61 LITTLEWOOD, BELAMINE AVE, STEPASIDE DUBLIN 18",Dublin,D18ED82,"€423,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"APT 7 BLOCK A COACH HORSE LANE, THE SQUARE, MAIN STREET",Cork,P25H761,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"ARD (Otherwise 'AIT') AOIBHINN, THE GRANGE, CLONSILLA DUBLIN 15",Dublin,,"€1,750,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"BALLINCLOBHER, LIXNAW, KERRY",Kerry,V92C7K3,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"BALLYMOUNT, COLBINSTOWN, DUNLAVIN",Kildare,W91EH61,"€30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"BEECH ROAD, CLOGHANAUNARD, CLIFDEN",Galway,,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"BREDA, CALTRA, BALLINASLOE",Galway,H53PK88,"€36,840.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"BRIGADOON, CORHOOGAN, CAVAN CAVAN",Cavan,H12KF57,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"BROCKA, BALLINDERRY, NENAGH",Tipperary,E45H500,"€497,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"CORCLOON, MILLTOWNPASS, WESTMEATH",Westmeath,N91C4H0,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"CRAG, BELVOIR, SIXMILEBRIDGE",Clare,V95W2T8,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"CURRABEHA, CLOGHROE, CO CORK",Cork,T23FN73,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"DOONEEN, CARRIGTWOHILL, CORK",Cork,T45X257,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"ERINAGH LODGE, FOUNTAIN, ENNIS",Clare,V95E8DY,"€770,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"FERNEY HILL, KILLINICK, CO. WEXFORD",Wexford,Y35T3Y1,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"KNOCKASTOLAR, BUNBEG, GWEEDORE",Donegal,F92N8W5,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"MAIN STREET, BOYLE, CO ROSCOMMON",Roscommon,F52AT02,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"MEADSTOWN, DUNDERRY, NAVAN",Meath,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
05/01/2024,"MOORETOWN, DELVIN, CO. WESTMEATH",Westmeath,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,1
